Gender,Age,Salary,Purchase_iPhone
Female,37,60405,No
Female,20,32184,No
Male,47,32035,No
Male,32,34576,Yes
Male,52,47494,Yes
Male,31,132099,No
Male,29,103043,Yes
Male,53,97502,No
Male,21,71735,No
Male,60,117829,No
Female,56,119795,Yes
Female,30,38044,Yes
Female,36,99902,No
Male,27,144366,No
Male,27,137702,Yes
Female,27,120422,No
Female,19,123503,Yes
Female,42,88480,Yes
Female,20,111875,Yes
Male,59,37480,No
Female,21,138335,No
Male,47,60925,Yes
Female,45,63116,No
Female,51,120504,No
Male,25,79781,Yes
Female,30,73262,Yes
Male,58,23986,No
Male,60,21879,No
Female,54,30760,No
Female,50,53516,No
Male,34,76246,Yes
Female,23,114948,No
Female,39,40924,Yes
Male,57,109378,Yes
Male,25,100376,No
Female,54,71943,No
Male,33,119598,Yes
Female,47,40192,No
Male,56,120807,Yes
Male,57,27504,Yes
Male,23,102109,No
Male,42,145723,Yes
Male,28,121095,No
Female,42,99481,Yes
Female,20,118741,Yes
Male,57,58216,No
Female,18,135119,Yes
Male,31,142688,No
Male,30,22921,No
Female,40,91377,No
Female,22,127359,Yes
Male,56,54697,Yes
Female,23,146215,No
Male,53,122769,Yes
Male,32,119007,Yes
Female,60,42487,No
Female,39,52691,Yes
Male,55,105045,No
Male,26,53562,Yes
Male,38,22623,Yes
Male,29,96250,Yes
Male,36,53491,Yes
Male,34,78918,Yes
Female,50,37195,No
Male,53,121591,No
Male,22,123165,No
Male,18,39872,No
Female,18,91996,No
Male,52,90237,Yes
Female,60,108072,Yes
Male,28,134191,No
Female,50,35302,Yes
Female,27,24465,No
Female,37,109397,Yes
Female,39,111587,Yes
Male,18,130333,Yes
Female,45,122621,No
Female,25,26610,No
Male,48,29844,Yes
Female,39,29504,Yes
Female,25,130420,Yes
Male,30,80961,Yes
Male,31,65694,Yes
Male,37,127792,Yes
Female,52,79544,Yes
Female,31,42199,No
Male,24,45809,No
Female,44,103438,Yes
Male,41,60375,Yes
Female,55,74984,No
Female,38,20216,Yes
Female,34,135803,Yes
Female,55,39967,Yes
Female,32,89170,No
Female,25,48426,Yes
Male,53,38101,No
Female,23,60046,Yes
Female,50,35027,Yes
Female,49,75954,Yes
Female,50,126615,Yes
Female,39,32573,Yes
Female,33,43028,No
Male,54,110296,No
Female,60,37646,No
Female,23,120293,Yes
Female,33,133831,No
Female,23,40674,No
Male,47,33275,Yes
Male,37,72739,Yes
Female,20,52111,No
Male,44,128441,Yes
Female,40,59888,No
Female,54,138842,Yes
Male,39,141339,No
Male,59,80710,Yes
Female,46,98282,No
Female,38,108200,Yes
Female,45,36019,Yes
Male,49,27703,Yes
Male,24,32151,Yes
Female,35,59439,No
Female,46,146685,Yes
Female,52,27970,Yes
Female,34,61545,No
Male,50,116917,Yes
Male,40,124531,Yes
Female,33,58362,Yes
Male,39,148138,No
Female,45,92573,No
Male,26,20868,No
Female,21,89957,Yes
Female,58,44368,Yes
Female,29,40218,Yes
Female,36,68775,No
Female,58,130890,No
Male,34,102286,Yes
Male,38,68241,No
Male,58,135160,No
Female,28,97249,No
Female,20,141842,Yes
Male,58,148316,No
Male,31,37241,Yes
Female,49,58399,No
Female,29,53374,No
Male,19,52247,No
Female,38,133761,Yes
Female,35,49237,Yes
Male,50,84371,Yes
Male,29,82421,Yes
Female,50,44303,No
Male,54,69690,Yes
Male,45,54515,Yes
Female,56,124076,Yes
Male,22,149887,Yes
Female,34,68636,Yes
Female,27,79815,No
Male,48,33626,No
Female,25,108611,Yes
Female,32,41918,No
Female,23,45221,No
Female,40,93063,No
Female,39,68791,No
Female,50,66656,No
Male,54,108802,Yes
Male,50,109946,No
Female,40,70292,No
Female,51,76363,No
Male,23,105547,Yes
Female,26,148288,No
Female,34,21930,No
Male,32,38433,Yes
Male,36,64092,No
Male,24,82299,Yes
Female,26,60879,Yes
Female,50,147249,No
Female,22,40680,Yes
Male,50,129809,No
Female,58,126970,Yes
Female,46,124915,No
Male,32,30281,Yes
Male,47,100379,No
Male,28,36611,Yes
Female,43,147613,No
Male,39,123992,No
Male,53,139558,Yes
Male,53,54783,Yes
Male,55,107728,Yes
Female,39,77832,Yes
Male,51,113132,No
Female,31,72659,No
Female,50,26577,Yes
Female,20,94561,No
Female,23,110059,Yes
Male,18,25571,Yes
Male,58,55113,Yes
Female,45,61471,Yes
Female,55,67905,Yes
Male,50,123070,No
Female,36,139107,No
Female,51,105185,Yes
Female,45,53176,No
Female,47,59366,Yes
Female,47,145303,Yes
Female,40,50811,Yes
Female,46,40742,Yes
Female,29,128415,No
Male,28,72423,No
Male,60,117103,Yes
Female,46,135468,No
Female,53,60909,Yes
Female,52,79033,Yes
Female,42,46713,Yes
Female,23,105972,Yes
Female,55,73670,No
Female,42,35982,No
Female,32,28763,Yes
Female,53,32008,No
Male,36,143229,Yes
Female,52,131187,Yes
Male,51,54728,No
Female,53,112911,Yes
Female,21,133126,No
Female,51,101337,Yes
Male,32,28472,No
Female,30,103899,Yes
Male,41,28854,No
Male,46,56376,No
Female,43,84655,No
Male,36,20174,No
Male,59,22977,No
Male,34,111164,No
Male,42,75828,No
Female,33,143488,No
Female,26,47907,Yes
Female,44,126532,Yes
Male,49,53405,Yes
Male,27,103075,Yes
Female,40,35319,No
Female,38,126521,No
Male,22,127279,Yes
Male,30,78764,No
Male,28,34013,Yes
Female,20,97770,Yes
Female,47,21230,Yes
Female,53,64004,Yes
Male,19,61395,No
Female,50,24337,No
Female,28,46313,No
Female,42,101445,Yes
Male,21,72791,Yes
Male,53,56264,Yes
Male,54,131344,No
Male,51,77784,No
Male,20,137078,No
Male,21,72105,No
Female,18,100493,No
Female,58,94954,Yes
Male,40,123536,No
Female,48,81388,Yes
Female,48,24510,No
Male,59,92820,No
Female,46,43661,Yes
Female,24,23522,No
Male,55,148781,No
Male,36,148670,No
Male,34,113528,No
Male,54,107234,No
Female,23,68114,No
Male,33,123480,Yes
Male,23,27371,Yes
Female,19,82490,Yes
Female,57,22340,No
Male,57,139766,Yes
Female,45,88699,Yes
Female,35,82090,Yes
Female,49,138568,Yes
Female,35,117792,Yes
Male,29,74483,No
Female,48,43088,No
Female,40,148378,No
Male,22,149625,No
Female,27,87158,No
Female,47,109022,Yes
Female,29,122205,Yes
Male,30,102963,Yes
Female,38,57466,No
Female,45,137057,Yes
Male,30,72283,No
Male,27,69048,Yes
Female,31,117630,No
Male,40,131987,Yes
Male,58,149500,Yes
Female,30,103940,Yes
Male,40,30999,No
Male,18,78923,No
Male,32,41819,Yes
Male,37,23067,Yes
Female,20,20342,No
Female,31,39673,No
Female,29,22200,No
Female,44,136804,No
Male,20,32596,No
Female,55,138291,Yes
Male,36,120952,No
Male,31,27335,Yes
Female,54,148805,No
Male,34,49323,No
Male,51,57265,No
Female,27,102276,Yes
Female,54,127653,No
Female,31,112220,Yes
Male,46,53511,No
Female,24,113134,No
Male,18,95760,No
Male,32,101288,Yes
Female,54,148238,No
Female,50,39609,No
Male,31,97749,Yes
Female,51,72025,Yes
Male,23,22958,Yes
Female,33,55123,Yes
Female,27,88273,Yes
Female,28,121807,No
Female,39,41269,No
Male,59,100420,Yes
Male,26,71757,Yes
Female,23,54660,Yes
Male,37,55211,Yes
Female,55,99852,Yes
Female,34,125515,No
Male,56,147059,Yes
Male,18,136457,Yes
Female,22,92165,Yes
Male,37,54591,Yes
Male,45,56038,Yes
Male,53,42233,No
Male,46,33251,No
Male,37,110975,Yes
Male,29,101288,No
Female,48,20692,Yes
Female,51,124750,No
Female,58,106778,No
Female,40,33138,No
Male,36,108479,No
Male,54,139879,No
Female,33,123809,No
Male,21,90357,No
Female,59,92155,Yes
Male,57,145475,Yes
Female,56,114529,No
Male,60,64629,No
Female,60,148538,Yes
Male,34,68177,No
Female,51,82559,Yes
Female,23,75236,Yes
Female,53,63924,Yes
Female,46,27881,Yes
Female,21,119897,Yes
Male,38,80014,Yes
Female,20,38298,Yes
Female,37,35894,Yes
Male,46,101454,No
Female,55,99941,Yes
Female,21,33060,Yes
Male,33,34686,No
Female,23,63910,No
Male,43,75592,No
Male,35,126670,Yes
Female,36,74997,Yes
Male,28,83026,Yes
Female,40,136456,Yes
Male,40,34608,No
Female,38,31995,No
Male,33,141941,No
Male,44,58149,Yes
Female,21,62937,Yes
Female,57,145326,Yes
Male,39,126077,Yes
Male,52,78269,Yes
Male,54,38505,No
Female,58,33026,No
Female,45,38979,Yes
Male,28,38786,Yes
Male,21,122317,Yes
Female,48,28118,No
Male,53,76447,No
Female,52,45497,Yes
Female,60,141445,No
Male,52,92386,No
Female,30,83348,No
Female,25,51126,Yes
Female,27,63529,Yes
Female,45,41500,No
Female,56,128651,Yes
Male,46,54097,No
Male,28,20494,Yes
Male,20,90814,No
Female,38,68477,No
Female,54,123438,Yes
Female,23,132007,Yes
Male,52,61740,No
Male,35,149352,No
Male,50,58954,No
Female,34,142469,Yes
Female,38,90255,No
Female,26,76419,No
Female,26,61196,No
Female,22,142612,Yes
Male,38,30484,Yes
Male,46,54194,No
Male,58,59604,Yes
Female,25,86421,No
Male,32,110106,Yes
Male,20,122966,No
Female,24,96492,Yes
Female,49,116591,Yes
Male,41,129804,No
Female,45,27530,No
Male,59,124750,Yes
Female,53,47250,No
Male,46,149203,Yes
Male,31,53601,Yes
Male,29,147766,Yes
Male,36,77053,Yes
Female,51,121903,Yes
Female,36,64371,Yes
Female,56,121503,No
Female,27,116728,Yes
Female,35,147708,Yes
Female,31,33041,Yes
Female,56,43096,Yes
Male,20,85187,No
Female,59,28404,No
Female,38,137766,Yes
Female,18,139830,Yes
Female,27,95847,No
Female,58,101908,Yes
Female,38,44290,No
Female,59,84916,No
Male,19,20917,Yes
Female,54,142678,No
Female,44,92654,Yes
Male,51,69483,No
Female,23,144628,No
Male,54,44879,No
Female,58,51583,No
Female,52,140317,Yes
Male,51,109747,No
Male,40,58933,No
Female,58,95895,Yes
Female,25,89632,No
Female,37,66797,Yes
Male,23,59614,No
Male,35,135308,Yes
Female,25,53955,Yes
Female,53,122604,No
Female,28,106007,No
Male,33,122255,No
Male,25,93173,Yes
Female,34,25136,Yes
Female,34,79092,No
Female,20,98657,Yes
Female,45,66181,Yes
Male,36,132906,Yes
Male,44,32208,No
Female,35,85459,No
Female,19,112513,No
Female,56,69809,Yes
Male,24,79649,No
Female,48,54571,Yes
Male,33,46665,No
Male,20,30880,Yes
Female,54,43864,Yes
Female,59,86873,No
Male,24,125823,No
Female,54,94280,Yes
Female,39,41673,Yes
Male,35,81435,No
Female,21,139060,No
Male,59,51594,No
Male,26,21233,No
Male,29,24907,Yes
Female,33,115468,No
Female,24,91040,No
Female,39,144130,Yes
Female,51,41301,Yes
Female,32,81941,Yes
Female,25,30080,No
Female,47,103211,No
Female,27,77890,Yes
Female,51,72533,No
Male,48,88561,No
Male,27,78777,No
Male,57,118184,No
Male,48,78030,No
Male,51,63136,No
Female,31,33123,Yes
Male,41,22489,No
Male,32,81099,Yes
Male,55,139316,Yes
Female,45,35487,No
Female,21,93261,Yes
Male,52,120460,Yes
Female,57,139711,No
Female,20,63625,No
Female,36,22297,No
Male,22,69686,Yes
Female,60,121630,Yes
Male,26,28342,No
Female,28,66649,No
Male,24,26674,Yes
Female,44,96275,No
Female,32,63863,No
Female,44,64333,Yes
Female,24,26967,Yes
Male,44,28775,No
Female,31,49241,No
Female,21,87823,No
Male,43,31332,No
Male,53,81760,Yes
Female,20,91537,No
Male,28,84075,No
Female,48,29553,No
Male,46,42893,No
Male,28,98343,Yes
Male,26,74135,Yes
Male,18,75335,No
Male,26,109572,No
Male,55,102036,Yes
Male,51,100291,Yes
Male,30,74028,No
Male,34,108101,Yes
Female,37,139065,No
Female,25,33830,No
Male,41,57392,Yes
Female,56,145574,Yes
Male,40,43054,Yes
Female,53,32377,Yes
Female,43,142661,Yes
Male,55,77957,Yes
Female,44,70247,Yes
Female,45,76587,No
Male,30,122586,Yes
Male,59,96704,No
Male,55,24992,No
Female,55,104239,Yes
Female,18,39603,No
Female,35,116978,No
Female,55,130159,Yes
Male,60,65513,No
Male,58,20090,No
Female,26,34038,No
Female,47,132364,No
Male,40,64842,Yes
Male,56,91848,Yes
Male,29,45946,No
Male,47,120589,Yes
Male,25,143798,No
Female,45,101731,Yes
Male,42,74379,No
Male,32,131346,No
Male,18,131391,No
Male,22,140632,No
Female,28,82966,Yes
Male,24,86752,No
Female,28,48559,No
Male,30,135482,No
Female,42,99091,Yes
Female,37,96695,No
Male,29,39106,Yes
Male,44,82046,Yes
Female,29,100270,No
Female,19,63318,Yes
Female,47,98458,Yes
Female,23,48117,No
Female,32,45721,No
Female,47,146296,Yes
Female,52,62752,No
Male,51,117066,No
Male,44,121616,No
Female,48,79832,No
Female,36,20112,Yes
Male,24,63377,No
Female,57,132555,Yes
Male,51,90988,Yes
Female,18,99503,No
Female,27,98108,Yes
Female,47,67873,Yes
Male,28,94726,Yes
Female,27,120998,Yes
Male,50,112865,Yes
Male,57,75174,No
Male,50,53226,No
Female,40,42950,No
Female,43,45755,Yes
Female,19,139129,Yes
Male,27,86996,Yes
Female,34,139508,No
Male,20,116818,Yes
Male,52,120197,Yes
Female,52,123062,Yes
Female,55,69856,No
Female,25,149812,Yes
Female,37,72127,No
Female,20,96803,No
Male,38,47617,No
Male,60,149072,No
Female,36,143764,No
Male,21,70266,No
Female,59,65958,Yes
Male,45,92563,Yes
Male,55,30175,Yes
Female,34,48019,No
Male,24,80215,Yes
Female,57,55115,Yes
Female,54,86328,No
Female,49,86490,Yes
Male,28,79800,Yes
Male,21,37759,No
Female,32,33206,No
Male,52,61595,Yes
Male,60,135514,Yes
Female,39,101815,Yes
Male,22,147096,Yes
Female,45,79469,No
Female,31,90666,Yes
Male,30,31897,Yes
Male,40,53071,Yes
Female,27,85111,No
Female,49,72800,No
Female,22,37433,Yes
Male,51,33498,No
Male,45,104069,Yes
Female,54,143093,No
Male,40,47334,Yes
Female,42,118235,Yes
Male,23,59765,No
Male,59,26574,No
Male,53,92677,Yes
Male,25,21790,Yes
Male,57,128284,Yes
Male,47,131465,No
Female,29,29446,No
Male,58,69649,Yes
Female,60,90959,Yes
Female,47,136846,Yes
Female,27,145064,Yes
Male,38,66627,No
Female,46,85089,No
Male,56,60894,No
Female,55,114141,Yes
Female,23,78683,No
Male,46,60388,No
Male,41,80989,Yes
Female,34,112401,No
Male,58,115983,No
Female,52,106308,No
Male,56,136222,No
Female,60,43227,Yes
Female,50,91229,No
Male,32,57617,No
Female,27,99259,Yes
Female,33,141357,Yes
Female,28,70263,No
Male,29,96069,No
Male,47,58030,Yes
Female,45,103442,No
Female,23,139774,Yes
Male,24,130603,No
Female,28,22323,Yes
Female,26,99873,Yes
Male,45,41275,No
Male,55,94613,Yes
Male,56,103568,Yes
Male,50,106442,Yes
Male,25,33246,Yes
Female,57,145888,No
Female,24,138141,Yes
Female,46,98799,Yes
Male,32,91771,Yes
Male,36,141061,No
Female,49,36203,Yes
Male,52,146618,Yes
Female,43,137542,No
Female,59,34133,Yes
Male,55,22904,No
Male,19,147538,No
Male,49,95288,No
Female,25,140381,No
Male,58,61392,Yes
Male,38,32580,Yes
Female,29,96537,No
Female,23,145672,No
Male,28,96103,No
Female,37,129481,No
Female,21,77806,No
Male,57,34352,No
Male,27,89433,No
Female,47,135280,Yes
Male,31,24689,No
Male,43,29309,Yes
Male,44,94055,Yes
Male,44,109153,No
Male,56,71776,Yes
Male,22,97993,Yes
Female,36,97288,No
Female,21,120002,No
Female,42,147912,Yes
Male,34,116256,Yes
Male,40,32717,No
Female,29,86652,No
Male,23,134271,No
Female,43,77922,Yes
Female,25,63902,No
Female,60,140127,Yes
Male,36,36101,No
Female,33,81428,No
Male,25,46780,No
Female,22,135522,Yes
Male,24,31013,No
Female,25,93717,Yes
Female,28,119889,Yes
Female,27,50774,No
Female,36,114128,Yes
Female,59,54717,Yes
Male,22,94258,Yes
Male,24,101235,No
Male,55,138706,Yes
Female,22,140826,No
Male,40,99228,No
Female,32,114803,No
Male,36,105796,No
Male,21,53597,Yes
Male,52,135320,Yes
Female,56,113944,Yes
Male,34,102441,No
Female,18,27986,Yes
Male,20,115553,No
Male,23,39733,Yes
Female,30,115429,No
Female,23,139206,No
Female,45,96986,Yes
Male,53,24533,No
Female,30,95688,Yes
Female,18,55471,Yes
Female,22,79379,No
Male,30,144438,No
Male,59,104711,Yes
Female,20,30737,No
Male,27,64104,No
Female,60,88550,No
Female,32,144087,No
Male,50,123115,Yes
Female,59,109069,Yes
Female,27,116549,Yes
Male,21,36132,Yes
Female,39,26348,No
Female,33,52160,Yes
Female,49,60464,No
Male,18,56822,No
Male,47,102215,No
Male,27,133914,Yes
Female,44,68877,Yes
Female,48,122578,Yes
Male,41,125687,No
Female,57,145538,No
Male,54,87571,Yes
Male,41,84781,No
Male,59,133765,No
Female,35,34674,Yes
Male,37,124055,Yes
Female,46,58816,Yes
Female,48,70174,Yes
Female,43,86684,Yes
Male,40,44865,No
Male,34,92232,Yes
Male,27,83758,No
Female,27,137047,Yes
Male,52,147013,Yes
Male,23,37863,No
Male,25,69680,No
Male,41,114368,Yes
Female,58,133596,No
Female,48,37524,Yes
Female,47,128091,Yes
Male,38,138697,Yes
Female,45,102906,No
Female,18,133207,No
Male,20,80042,Yes
Female,40,89419,Yes
Male,57,131049,No
Female,33,50459,No
Female,22,144293,No
Female,40,130669,Yes
Female,27,125188,Yes
Male,33,125426,No
Male,29,32763,Yes
Male,33,38208,Yes
Female,53,37001,No
Female,32,49753,No
Male,51,90941,Yes
Female,27,25965,Yes
Female,60,104988,Yes
Female,21,98664,No
Male,52,85492,Yes
Female,35,118451,Yes
Female,34,65807,Yes
Female,29,75659,No
Male,28,106354,No
Female,52,32148,No
Male,19,31074,Yes
Male,49,68724,Yes
Male,43,26636,Yes
Female,34,89184,Yes
Male,60,24230,No
Female,32,30092,No
Male,43,106322,No
Female,18,102698,No
Female,28,98243,Yes
Female,25,29162,Yes
Female,42,27289,Yes
Male,60,61778,No
Male,43,147244,No
Male,44,38596,No
Female,36,86180,No
Female,49,71598,No
Female,58,50942,No
Female,35,90940,No
Male,33,93485,Yes
Male,47,149664,No
Female,53,99924,No
Female,18,30805,Yes
Female,37,35283,No
Female,53,37570,No
Male,52,103048,No
Male,52,51172,No
Female,32,60281,No
Male,50,126620,No
Female,39,111680,Yes
Male,23,141446,Yes
Female,25,106166,No
Male,52,39953,No
Female,21,48845,Yes
Male,55,44814,Yes
Male,29,26732,Yes
Female,60,58550,No
Female,24,137813,No
Female,48,135415,No
Male,34,58961,No
Female,55,49663,Yes
Male,60,102925,No
Female,18,63164,No
Male,54,133596,Yes
Female,22,116335,No
Female,46,103394,Yes
Male,55,148702,Yes
Male,59,43602,Yes
Male,42,43808,No
Male,23,29500,No
Male,25,69071,No
Male,33,20047,No
Male,45,99068,No
Female,54,28868,Yes
Male,27,41453,Yes
Female,51,61362,No
Male,38,71354,No
Male,28,132002,No
Female,32,128899,No
Female,21,51519,No
Male,34,113881,No
Female,35,113965,Yes
Male,19,117943,No
Female,37,29815,Yes
Male,33,79218,Yes
Male,29,38690,Yes
Female,58,46659,Yes
Male,50,43613,No
Male,43,32940,Yes
Female,52,28431,Yes
Male,27,72575,No
Female,30,85940,Yes
Male,40,54958,No
Male,37,22932,No
Female,19,100909,Yes
Male,30,41754,No
Female,22,71683,Yes
Female,42,43386,No
Female,20,113967,Yes
Male,27,142305,Yes
Female,39,81335,Yes
Female,21,78302,No
Male,25,60478,Yes
Female,54,103110,No
Male,28,146455,Yes
Female,32,37443,Yes
Male,60,93163,No
Male,39,81153,Yes
Female,50,88512,No
Female,30,110495,No
Female,55,102771,Yes
Female,22,120664,Yes
Female,53,114781,Yes
Female,59,84312,Yes
Male,19,56483,No
Male,28,74918,Yes
Female,36,47466,Yes
Female,58,71927,Yes
Female,56,52684,Yes
Female,27,149348,No
Female,44,112059,Yes
Female,26,53282,No
Female,22,51519,Yes
Female,47,65471,No
Female,20,80060,No
Female,49,146631,No
Male,34,81702,Yes
Female,37,52205,Yes
Male,56,134718,Yes
Female,48,131063,No
Male,57,57629,Yes
Male,25,146753,No
Female,59,117319,No
Male,39,27535,No
Male,57,46308,Yes
Male,50,78188,No
Female,23,24274,Yes
Female,48,101359,No
Male,56,47261,Yes
Male,42,83574,No
Female,27,147250,Yes
Female,24,128053,No
Male,55,57176,Yes
Female,52,84128,Yes
Male,39,80437,Yes
Male,37,149097,No
Female,49,76222,Yes
Male,37,113102,No
Male,46,127951,Yes
Female,42,91957,Yes
Male,37,96064,Yes
Female,55,140464,No
Male,35,66406,Yes
Female,23,36300,No
Male,37,146195,No
Male,59,89596,Yes
Male,36,72652,Yes
Female,33,79304,Yes
Female,60,41608,No
Male,44,74001,Yes
Female,52,91296,Yes
Female,45,95673,No
Male,47,64593,No
Female,31,21186,Yes
Male,26,94134,No
Female,37,113923,Yes
Male,26,92520,No
Male,34,133919,No
Female,41,30711,Yes
Male,48,58032,Yes
Female,21,99010,Yes
Female,56,117592,No
Male,36,128073,Yes
Male,47,138921,Yes
Female,21,32836,No
Female,39,82529,Yes
Male,28,134743,No
Male,40,42365,Yes
Female,41,101968,Yes
Male,50,106751,Yes
Female,38,63466,No
Female,38,92465,Yes
Female,48,54435,Yes
Male,55,89479,No
Male,45,29335,No
Male,52,100221,Yes
Female,44,143775,No
Female,31,125566,Yes
Male,42,38839,Yes
Female,47,84096,No
Male,49,69577,Yes
Male,44,70200,Yes
Male,54,46374,No
Male,36,25340,Yes
Female,45,72893,No
Male,20,62231,Yes
Female,28,89391,Yes
Female,36,76132,No
Male,28,127894,Yes
Male,27,88401,Yes
Female,46,83980,Yes
Female,43,70360,No
Male,35,58952,No
Male,43,40575,No
Male,43,95938,No
Male,49,78330,No
Female,38,34730,Yes
Male,33,26551,Yes
Female,24,143738,Yes
Female,39,45478,Yes
Male,46,44710,No
Female,60,64386,Yes
Male,47,117220,Yes
Male,52,30171,No
Female,30,76521,Yes
Female,24,133790,Yes
Male,19,108520,No
Female,31,64316,No
Female,47,51987,Yes
Male,42,77630,No
Male,55,94522,No
Male,31,72464,No
Female,33,52094,No
Male,42,134278,Yes
Male,36,134061,No
Female,43,45242,No
Female,28,63092,No
Female,47,118531,No
Female,33,54276,No
Male,50,147531,No
Male,55,72227,No
Female,36,132547,No
Female,49,32019,No
Female,23,38073,No
Female,29,27808,Yes
Female,22,76303,No
Male,26,83732,Yes
Female,27,40660,No
Male,54,142162,No
Male,35,73731,No
Female,44,33377,No
Male,45,79135,Yes
Female,48,89134,Yes
Female,34,57746,Yes
Male,33,148163,Yes
Female,40,57993,No
Male,54,134380,No
Male,31,108283,No
Female,33,42369,Yes
Female,51,149686,Yes
Female,42,77587,No
Female,45,127859,Yes
Male,53,20896,No
Male,35,24088,No
Male,19,42544,No
Male,37,145464,No
Female,35,87961,No
Male,18,144726,Yes
Male,57,129212,No
Male,27,40771,Yes
Male,55,45583,No
Female,25,95754,No
Male,36,104787,No
Male,57,88813,Yes
Male,20,58360,No
Female,33,34331,No
Female,52,138541,Yes
Female,29,58032,No
Female,44,39878,Yes
Male,52,122748,Yes
Female,43,110367,Yes
Male,34,39224,Yes
Male,41,145489,Yes
Male,53,54062,Yes
Male,26,94587,Yes
Male,27,53325,No
Female,39,47338,No
Male,23,20655,Yes
Female,45,82666,No
Female,38,146214,Yes
Female,60,130427,No
Female,37,21230,Yes
Male,23,49802,No
Male,24,108776,Yes
Male,18,72700,No
Male,55,47339,Yes
Male,41,45863,Yes
Female,51,25528,Yes
Female,44,114458,No
Male,18,32657,No
Male,53,99395,No
Female,40,131321,No
Male,35,47785,Yes
Male,52,123995,Yes
Male,21,117909,No
Female,33,141284,Yes
Male,60,37707,No
Male,26,20369,Yes
Female,25,42661,No
Male,58,119505,No
Female,48,59683,Yes
Female,40,53477,Yes
Male,20,41175,No
Male,34,98452,Yes
Female,42,46460,No
Male,57,107414,Yes
Female,46,36654,Yes
Male,58,129627,No
Female,59,106008,Yes
Female,60,55757,No
Male,36,25116,No
Male,42,107804,No
Male,18,90411,Yes
Male,30,87421,Yes
Male,48,57621,Yes
Female,44,53041,Yes
Female,43,20737,Yes
Male,49,149723,No
Male,59,100916,No
Female,46,49759,Yes
Male,55,92788,No
Male,43,133336,No
